SourceFile,LineNumber,ExtractedLine,OfferName,PriceIfPresent,OfferLane,Notes
public/index.html,157,The business model centers on a ladder that moves from signal into deeper paid intelligence products and memberships.,Membership,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/index.html,172,Structured paid analysis for readers seeking deeper context and specific regional insight.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Public analysis,Offer or revenue reference found in public page copy.
public/index.html,185,Membership,Membership,NOT FOUND IN LOCAL FILES,General site action,Offer or revenue reference found in public page copy.
public/index.html,204,"The work is strongest when public events need historical memory, geopolitical context, and a clear reading of what matters next. These lanes help a visitor understand whether they need a public video, a paid dossier, or a custom briefing.",Geopolitical dossier / Gumroad catalog,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/index.html,233,Choose paid depth,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/index.html,243,Searchable public intelligence with a paid action path,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/index.html,246,"The Analysis section turns the strongest public themes into crawlable essays, internal links, and qualified CTAs for readers who need a dossier, briefing, memo, or audit.",Geopolitical dossier / Gumroad catalog,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/index.html,252,"Source-fed / East Africa Kenya Fuel Shock and Worker Mobility How a current fuel-price story becomes an analysis, lead qualification, and briefing path.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/index.html,255,"How a current fuel-price story becomes an analysis, lead qualification, and briefing path.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/index.html,267,Archive Read the Analysis index Browse the first public essays and move from general context into the right paid action path.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Public analysis,Offer or revenue reference found in public page copy.
public/index.html,270,Browse the first public essays and move from general context into the right paid action path.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/index.html,279,Free weekly briefing,Free weekly Afrodescendant Ali Briefings,NOT FOUND IN LOCAL FILES,Owned audience / Free briefing,Offer or revenue reference found in public page copy.
public/index.html,280,Get the weekly briefing.,Free weekly Afrodescendant Ali Briefings,NOT FOUND IN LOCAL FILES,Owned audience / Free briefing,Offer or revenue reference found in public page copy.
public/index.html,288,Subscribe free to Afrodescendant Ali Briefings,Free weekly Afrodescendant Ali Briefings,NOT FOUND IN LOCAL FILES,Owned audience / Free briefing,Offer or revenue reference found in public page copy.
public/index.html,301,"Start with public analysis, buy a focused dossier, or contact Ali when the question requires a paid briefing, custom memo, or media intelligence audit.",Custom intelligence memo,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/index.html,307,Send an inquiry,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Qualified inquiry,Offer or revenue reference found in public page copy.
public/media.html,140,"When a public topic becomes a serious decision, move to paid intelligence.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/media.html,141,"Public channels are built for discovery and trust. Paid work is for the moment a reader needs a focused dossier, briefing, custom memo, or system audit tied to a real objective.",Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/media.html,146,View paid paths,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/media.html,147,Send a qualified inquiry,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Qualified inquiry,Offer or revenue reference found in public page copy.
public/method.html,37,From public signal to paid intelligence,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/method.html,38,"The site reads public headlines through power, capital, routes, media, and historical memory, then routes each issue toward public analysis, a dossier, a briefing, a memo, or a system audit.",Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/method.html,51,"Route. Decide whether the issue belongs as a public article, Gumroad dossier, rapid briefing, custom memo, or media/intelligence audit.",Custom intelligence memo,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/proof.html,37,What a paid intelligence path produces,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/proof.html,38,"A serious buyer needs to see the shape of the work before paying. These samples show the kind of structure a briefing, memo, or audit produces.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/proof.html,44,Briefing sample,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/proof.html,45,45-minute advisory briefing,Rapid advisory briefing,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/proof.html,48,View briefing offer,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/proof.html,51,Memo sample,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/proof.html,52,Custom intelligence memo,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/proof.html,55,View memo offer,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/proof.html,58,Audit sample,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/proof.html,59,Media / intelligence system audit,Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/proof.html,60,"Review: content, audience, offers, CTAs, attribution, follow-up, and revenue path.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/proof.html,61,"Output: content-to-cash map, gaps, offer recommendations, and 30-day execution priorities.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/proof.html,62,View audit offer,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/proof.html,69,A public article is the proof layer. Paid work is the application layer.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Proof / trust,Offer or revenue reference found in public page copy.
public/proof.html,70,"The public site shows judgment. Paid work applies that judgment to a real question, deadline, organization, channel, audience, or decision.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/proof.html,71,Get the starter brief,Black World Intelligence Starter Brief,NOT FOUND IN LOCAL FILES,Lead capture / Starter brief,Offer or revenue reference found in public page copy.
public/starter-brief.html,37,Black World Intelligence Starter Brief,Black World Intelligence Starter Brief,NOT FOUND IN LOCAL FILES,Lead capture / Starter brief,Offer or revenue reference found in public page copy.
public/starter-brief.html,38,"A free entry point for readers who want the watchlist, the coverage map, and the paid paths before requesting custom work.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Coverage discovery,Offer or revenue reference found in public page copy.
public/starter-brief.html,39,Request the starter brief,Black World Intelligence Starter Brief,NOT FOUND IN LOCAL FILES,Lead capture / Starter brief,Offer or revenue reference found in public page copy.
public/starter-brief.html,46,Paid paths,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/starter-brief.html,46,"When to use a dossier, briefing, memo, or media/intelligence system audit.",Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work/audit.html,21,Media / intelligence system audit,Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/work/audit.html,22,"For creators, educators, organizations, and media operators who need to turn scattered attention into qualified paid action.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work/audit.html,23,Request an audit,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/work/audit.html,28,"You publish analysis, video, or research, but the audience path to leads and revenue is unclear.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Public analysis,Offer or revenue reference found in public page copy.
public/work/audit.html,29,"Public content, channel surfaces, offers, CTAs, inquiry flow, Gumroad paths, and attribution discipline.",Geopolitical dossier / Gumroad catalog,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work/audit.html,30,"Revenue/audience/delivery/control gaps, recommendations, and a practical 30-day execution path.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,General site action,Offer or revenue reference found in public page copy.
public/work/briefing.html,21,Rapid advisory briefing,Rapid advisory briefing,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work/briefing.html,23,Request a briefing,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work/briefing.html,30,Briefing and action summary,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work/memo.html,21,Custom intelligence memo,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work/memo.html,23,Request a memo,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work/memo.html,28,"You need more than a call: a structured memo that can be read, shared, briefed, or used as planning material.",Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work/memo.html,30,Decision-ready memo,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work.html,82,A structured intelligence offer ladder,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work.html,85,"Verified offers include geopolitical dossiers, a Briefing Pack, a Bundle, monthly membership, and annual membership.",Annual membership,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work.html,94,Offer architecture,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work.html,95,Verified pricing: dossiers about $11.99 / $12; Briefing Pack $29; Bundle about $49 / $49.97; Membership $19/month; Annual membership $199/year.,Annual membership,$11.99 / $12; $29; $49 / $49.97; $19/month; $199/year,Dossier / Bundle / Gumroad catalog,"Copy labels this pricing as verified, but the extraction did not live-check the destination."
public/work.html,112,Start with focused paid research products when you want more depth than public commentary but do not need a custom advisory engagement.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work.html,122,A structured paid analysis product or bundle that goes deeper than the public feed.,Intelligence bundle,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work.html,131,Dossiers about $11.99 / $12. Browse the current intelligence catalog on Gumroad.,Geopolitical dossier / Gumroad catalog,$11.99 / $12,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work.html,132,Get the dossier,Geopolitical dossier / Gumroad catalog,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work.html,134,Not ready for a dossier yet? Use the free weekly briefing to track recurring signals first. Gumroad remains the paid catalog path.,Free weekly Afrodescendant Ali Briefings,NOT FOUND IN LOCAL FILES,Owned audience / Free briefing,Offer or revenue reference found in public page copy.
public/work.html,135,Subscribe free to Afrodescendant Ali Briefings,Free weekly Afrodescendant Ali Briefings,NOT FOUND IN LOCAL FILES,Owned audience / Free briefing,Offer or revenue reference found in public page copy.
public/work.html,141,Paid advisory,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work.html,142,Rapid advisory briefing,Rapid advisory briefing,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work.html,153,"A focused briefing, pre-brief review, and concise written action summary.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work.html,162,"Planned paid briefing lane: 45-minute briefing, pre-brief review, concise written action summary.",Rapid advisory briefing,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Copy explicitly marks this reference as planned.
public/work.html,163,View briefing offer,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Rapid advisory briefing,Offer or revenue reference found in public page copy.
public/work.html,170,Custom intelligence memo,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work.html,190,Custom memo lane: deeper written synthesis for questions where public content is not specific enough.,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work.html,191,View memo offer,Custom intelligence memo,NOT FOUND IN LOCAL FILES,Custom intelligence memo,Offer or revenue reference found in public page copy.
public/work.html,198,Media / intelligence system audit,Media / intelligence system audit,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/work.html,213,"""How do we turn attention, research, and publishing into qualified leads and revenue?""",General offer / revenue reference,NOT FOUND IN LOCAL FILES,General site action,Offer or revenue reference found in public page copy.
public/work.html,218,"Use this lane when the question is not one report, but the whole audience-to-revenue system.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,General site action,Offer or revenue reference found in public page copy.
public/work.html,219,View audit offer,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Media / intelligence system audit,Offer or revenue reference found in public page copy.
public/work.html,230,The offer ladder now connects to source-fed public analysis.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Public analysis,Offer or revenue reference found in public page copy.
public/work.html,233,"Current public stories become evidence-backed analysis pages, each tagged by region, issue lever, and likely paid route. This creates repetition: read an issue, see the source trail, choose the paid depth.",General offer / revenue reference,NOT FOUND IN LOCAL FILES,Public analysis,Offer or revenue reference found in public page copy.
public/work.html,236,Request starter brief,Black World Intelligence Starter Brief,NOT FOUND IN LOCAL FILES,Lead capture / Starter brief,Offer or revenue reference found in public page copy.
public/work.html,242,signal → dossier → bundle → membership,Intelligence bundle,NOT FOUND IN LOCAL FILES,Dossier / Bundle / Gumroad catalog,Offer or revenue reference found in public page copy.
public/work.html,245,The offer system is explicitly structured to move audiences from lighter signal into deeper paid intelligence layers.,General offer / revenue reference,NOT FOUND IN LOCAL FILES,Offer ladder,Offer or revenue reference found in public page copy.
public/work.html,254,Built around enduring buyer needs,General offer / revenue reference,NOT FOUND IN LOCAL FILES,General site action,Offer or revenue reference found in public page copy.
